Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
09_075,"Mahi mahi, fillet, boiled* (as part of a recipe)","Mahi mahi, filet, bouilli* (ingrédient de recette)",calc. from / de 09_050,Coryphaena hippurus,A02BQ#F01.A050F$F28.A07GL$F03.A06HZ,"Dolphinfishes, SOURCE = Common dolphinfish (as animal), PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_074,"Mahi mahi, fillet, grilled* (without salt or fat)","Mahi mahi, filet, grillé* (sans sel ni graisse)",calc. from / de 09_050,Coryphaena hippurus,A02BQ#F01.A050F$F28.A07GZ$F10.A0CQE$F03.A06HZ,"Dolphinfishes, SOURCE = Common dolphinfish (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,Part-consumed information missing (without fins and scales)
09_073,"Mahi mahi, fillet, steamed* (without salt)","Mahi mahi, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_050,Coryphaena hippurus,A02BQ#F01.A050F$F28.A07GP$F10.A0CQE$F03.A06HZ,"Dolphinfishes, SOURCE = Common dolphinfish (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_051,"Mola carplet, small whole fish, viscera, fins and scales removed, raw","Mola carplet, petit poisson entier, vidé et écaillé, cru","fi367BIO, IN17:UF1:US28(average of raw fish <5% fat)",Amblypharyngodon mola,A027C#F01.A084E$F28.A07HS$F03.A06HZ$F20.A07QL$F20.A07QP,"Carps, SOURCE = Mola carplet (as animal), PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters, PART-CONSUMED-ANALYSED = With bone, PART-CONSUMED-ANALYSED = W/o entrails",No,
09_078,"Mola carplet, small whole fish, viscera, fins and scales removed, boiled* (as part of a recipe)","Mola carplet, petit poisson entier, vidé et écaillé, bouilli* (ingrédient de recette)",calc. from / de 09_051,Amblypharyngodon mola,A027C#F01.A084E$F28.A07GL$F03.A06HZ$F20.A07QL$F20.A07QP,"Carps, SOURCE = Mola carplet (as animal), PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters, PART-CONSUMED-ANALYSED = With bone, PART-CONSUMED-ANALYSED = W/o entrails",No,
09_077,"Mola carplet, small whole fish, viscera, fins and scales removed, grilled* (without salt or fat)","Mola carplet, petit poisson entier, vidé et écaillé, grillé* (sans sel ni graisse)",calc. from / de 09_051,Amblypharyngodon mola,A027C#F01.A084E$F28.A07GZ$F03.A06HZ$F20.A07QL$F20.A07QP,"Carps, SOURCE = Mola carplet (as animal), PROCESS = Broiling/grilling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters, PART-CONSUMED-ANALYSED = With bone, PART-CONSUMED-ANALYSED = W/o entrails",No,
09_076,"Mola carplet, small whole fish, viscera, fins and scales removed, steamed* (without salt)","Mola carplet, petit poisson entier, vidé et écaillé, cuit à la vapeur* (sans sel)",calc. from / de 09_051,Amblypharyngodon mola,A027C#F01.A084E$F28.A07GP$F03.A06HZ$F20.A07QL$F20.A07QP,"Carps, SOURCE = Mola carplet (as animal), PROCESS = Steaming, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters, PART-CONSUMED-ANALYSED = With bone, PART-CONSUMED-ANALYSED = W/o entrails",No,
09_026,"Mormyrid, fillet, raw","Mormiridé, filet, cru","1M(103), FAO(1240; 1281), IN17:UF1:US28(average of raw fish <5% fat)",Mormyrus spp.,A04RN#F01.A0HNB$F28.A07HS$F03.A06HZ,"Miscellaneous freshwater fishes, SOURCE = Bottlenose fishes (generic) (as animal), PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_079,"Mormyrid, fillet, boiled* (as part of a recipe)","Mormiridé, filet, bouilli* (ingrédient de recette)",calc. from / de 09_026,Mormyrus spp.,A04RN#F01.A0HNB$F28.A07GL$F03.A06HZ,"Miscellaneous freshwater fishes, SOURCE = Bottlenose fishes (generic) (as animal), PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_028,"Mormyrid, fillet, grilled* (without salt or fat)","Mormiridé, filet, grillé* (sans sel ni graisse)",calc. from / de 09_026,Mormyrus spp.,A04RN#F01.A0HNB$F28.A07GZ$F10.A0CQE$F03.A06HZ,"Miscellaneous freshwater fishes, SOURCE = Bottlenose fishes (generic) (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_027,"Mormyrid, fillet, steamed* (without salt)","Mormiridé, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_026,Mormyrus spp.,A04RN#F01.A0HNB$F28.A07GP$F10.A0CQE$F03.A06HZ,"Miscellaneous freshwater fishes, SOURCE = Bottlenose fishes (generic) (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_052,"Mullet, fillet, raw","Mulet, filet, cru","3B(Mullet / Mulet), IN17(P039), US28(15055)",Mugil cephalus,A02AD#F28.A07HS$F03.A06HZ,"Mullets, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_085,"Mullet, fillet, boiled* (as part of a recipe)","Mulet, filet, bouilli* (ingrédient de recette)",calc. from / de 09_052,Mugil cephalus,A02AD#F28.A07GL$F03.A06HZ,"Mullets, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_084,"Mullet, fillet, grilled* (without salt or fat)","Mulet, filet, grillé* (sans sel ni graisse)",calc. from / de 09_052,Mugil cephalus,A02AD#F28.A07GZ$F10.A0CQE$F03.A06HZ,"Mullets, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_083,"Mullet, fillet, steamed* (without salt)","Mulet, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_052,Mugil cephalus,A02AD#F28.A07GP$F10.A0CQE$F03.A06HZ,"Mullets, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_060,"North African catfish, fillet, raw","Poisson-chat d’Afrique du Nord, filet, cru",UF1(091009),Clarias gariepinus,A0F8P#F28.A07HS$F03.A06HZ,"African catfish, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_082,"North African catfish, fillet, boiled* (as part of a recipe)","Poisson-chat d’Afrique du Nord, filet, bouilli* (ingrédient de recette)",calc. from / de 09_060,Clarias gariepinus,A0F8P#F28.A07GL$F03.A06HZ,"African catfish, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_081,"North African catfish, fillet, grilled* (without salt or fat)","Poisson-chat d’Afrique du Nord, filet, grillé* (sans sel ni graisse)",calc. from / de 09_060,Clarias gariepinus,A0F8P#F28.A07GZ$F10.A0CQE$F03.A06HZ,"African catfish, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_080,"North African catfish, fillet, steamed* (without salt)","Poisson-chat d’Afrique du Nord, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_060,Clarias gariepinus,A0F8P#F28.A07GP$F10.A0CQE$F03.A06HZ,"African catfish, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_032,"Perch, Nile, fillet, raw","Perche du Nil, filet, cru","FAO(1368), fi23BIO, fi28BIO, fi98AnFooD, IN17(P015), SGS, US28(15060)",Lates niloticus,A028N#F28.A07HS$F03.A06HZ,"Nile perch, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_086,"Perch, Nile, fillet, boiled* (as part of a recipe)","Perche du Nil, filet, bouilli* (ingrédient de recette)",calc. from / de 09_032,Lates niloticus,A028N#F28.A07GL$F03.A06HZ,"Nile perch, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_034,"Perch, Nile, fillet, grilled* (without salt or fat)","Perche du Nil, filet, grillé* (sans sel ni graisse)",calc. from / de 09_032,Lates niloticus,A028N#F28.A07GZ$F10.A0CQE$F03.A06HZ,"Nile perch, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_033,"Perch, Nile, fillet, steamed* (without salt)","Perche du Nil, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_032,Lates niloticus,A028N#F28.A07GP$F10.A0CQE$F03.A06HZ,"Nile perch, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_037,"Sardine, canned in oil, drained, with bones","Sardines à l’huile, en conserve, égouttées, avec arêtes","2P(260), AU14(05A10675), UK7(16-439), US28(15088)",Sardinella spp.,A0FBZ#F06.A06XJ$F20.A07QL$F20.A0F2X,"Canned sardines, SURROUNDING-MEDIUM = In vegetable oil, PART-CONSUMED-ANALYSED = With bone, PART-CONSUMED-ANALYSED = W/o surrounding medium",Yes,
09_004,"Sardine, fillet, raw","Sardine, filet, cru","1M(95), 2P(252; 246; 247), 3B(Sardinella / Sardinelle), 7B(Sardinella / Sardinelle), 11E(Sardine, fresh / Sardinelle, frais), ASEA(AAG263), FAO(1396), fi139BIO, fi140BIO, fi58BIO, GH1076, IN17(P071), UK7(16-401)",Sardinella spp.,A02DC#F28.A07HS$F03.A06HZ,"Sardinella or oil sardine, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_087,"Sardine, fillet, boiled* (as part of a recipe)","Sardine, filet, bouilli* (ingrédient de recette)",calc. from / de 09_004,Sardinella spp.,A02DC#F28.A07GL$F03.A06HZ,"Sardinella or oil sardine, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_036,"Sardine, fillet, grilled* (without salt or fat)","Sardine, filet, grillé* (sans sel ni graisse)",calc. from / de 09_004,Sardinella spp.,A02DC#F28.A07GZ$F10.A0CQE$F03.A06HZ,"Sardinella or oil sardine, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,Part-consumed information missing (without fins and scales)
09_035,"Sardine, fillet, steamed* (without salt)","Sardine, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_004,Sardinella spp.,A02DC#F28.A07GP$F10.A0CQE$F03.A06HZ,"Sardinella or oil sardine, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,Part-consumed information missing (without fins and scales)
09_056,"Sea snail/whelk, flesh, raw","Escargot de mer/bulot, cru","NG1094, UK7(16-268), US28(15177)",Family: Buccinidae,A02GX#F01.A0ALX$F28.A07HS$F20.A07QD,"Water snails, conches and whelks, SOURCE = Buccinidae (as animal), PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o shell",Yes,Part-consumed information missing (without fins and scales)
09_101,"Sea snail/whelk, boiled* (as part of a recipe)","Escargot de mer/bulot, bouilli* (ingrédient de recette)",calc. from / de 09_056,Family: Buccinidae,A02GX#F01.A0ALX$F28.A07GL,"Water snails, conches and whelks, SOURCE = Buccinidae (as animal), PROCESS = Boiling",Yes,
09_100,"Sea snail/whelk, grilled* (without salt or fat)","Escargot de mer/bulot, grillé* (sans sel ni graisse)",calc. from / de 09_056,Family: Buccinidae,A02GX#F01.A0ALX$F28.A07GZ$F10.A0CQE,"Water snails, conches and whelks, SOURCE = Buccinidae (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt",Yes,
09_099,"Sea snail/whelk, steamed* (without salt)","Escargot de mer/bulot, cuit à la vapeur* (sans sel)",calc. from / de 09_056,Family: Buccinidae,A02GX#F01.A0ALX$F28.A07GP$F10.A0CQE,"Water snails, conches and whelks, SOURCE = Buccinidae (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt",Yes,
09_038,"Shiny-nose, fillet, raw","Capitaine de mer, filet, cru","1G(AX), FAO(1417), fi155BIO, IN17(P033), IN17:UF1:US28(average of raw fish <5% fat)",Polydactylus spp.,A0C76#F01.A0SCY$F28.A07HS$F03.A06HZ,"Threadfins, SOURCE = Polydactylus (generic) (as animal), PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_088,"Shiny-nose, fillet, boiled* (as part of a recipe)","Capitaine de mer, filet, bouilli* (ingrédient de recette)",calc. from / de 09_038,Polydactylus spp.,A0C76#F01.A0SCY$F28.A07GL$F03.A06HZ,"Threadfins, SOURCE = Polydactylus (generic) (as animal), PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_040,"Shiny-nose, fillet, grilled* (without salt or fat)","Capitaine de mer, filet, grillé* (sans sel ni graisse)",calc. from / de 09_038,Polydactylus spp.,A0C76#F01.A0SCY$F28.A07GZ$F10.A0CQE$F03.A06HZ,"Threadfins, SOURCE = Polydactylus (generic) (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_039,"Shiny-nose, fillet, steamed* (without salt)","Capitaine de mer, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_038,Polydactylus spp.,A0C76#F01.A0SCY$F28.A07GP$F10.A0CQE$F03.A06HZ,"Threadfins, SOURCE = Polydactylus (generic) (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_057,"Shrimp (crayfish), whole, dried","Crevette, entière, séchée","12E, GH2000, NG1094, NG1045, UF1(092004), UK7(16-249)",Families: Palaemonidae/Penaeidae,A0FDD#F20.A07QC,"Dried shrimps and prawns, PART-CONSUMED-ANALYSED = With shell",No,
09_058,"Shrimp, palaemonid, flesh, raw","Crevette, palaemonidae, chair, crue","2P(266), fi189BIO, IN17(S009), UF1(092004)",Family: Palaemonidae,A02FH#F28.A07HS$F20.A07QD,"Freshwater shrimps or prawns, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_104,"Shrimp, palaemonid, flesh, boiled* (as part of a recipe)","Crevette, palaemonidae, chair, bouillie* (ingrédient de recette)",calc. from / de 09_058,Family: Palaemonidae,A02FH#F28.A07GL$F20.A07QD,"Freshwater shrimps or prawns, PROCESS = Boiling, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_103,"Shrimp, palaemonid, flesh, grilled* (without salt or fat)","Crevette, palaemonidae, chair, grillée* (sans sel ni graisse)",calc. from / de 09_058,Family: Palaemonidae,A02FH#F28.A07GZ$F10.A0CQE$F20.A07QD,"Freshwater shrimps or prawns, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_102,"Shrimp, palaemonid, flesh, steamed* (without salt)","Crevette, palaemonidae, chair, cuite à la vapeur* (sans sel)",calc. from / de 09_058,Family: Palaemonidae,A02FH#F28.A07GP$F10.A0CQE$F20.A07QD,"Freshwater shrimps or prawns, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_059,"Shrimp, penaeid, flesh, raw","Crevette, penaeidae, chair, crue","11E(Shrimp, raw / Crevette, crue), fi189BIO, IN17(Q008), UF1(092027)",Family: Penaeidae,A02FX#F01.A0Z0R$F28.A07HS$F20.A07QD,"Shrimps and prawns, SOURCE = Penaeid shrimps (generic) (as animal), PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_107,"Shrimp, penaeid, flesh, boiled* (as part of a recipe)","Crevette, penaeidae, chair, bouillie* (ingrédient de recette)",calc. from / de 09_059,Family: Penaeidae,A02FX#F01.A0Z0R$F28.A07GL$F20.A07QD,"Shrimps and prawns, SOURCE = Penaeid shrimps (generic) (as animal), PROCESS = Boiling, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_106,"Shrimp, penaeid, flesh, grilled* (without salt or fat)","Crevette, penaeidae, chair, grillée* (sans sel ni graisse)",calc. from / de 09_059,Family: Penaeidae,A02FX#F01.A0Z0R$F28.A07GZ$F10.A0CQE$F20.A07QD,"Shrimps and prawns, SOURCE = Penaeid shrimps (generic) (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = W/o shell",No,
09_105,"Shrimp, penaeid, flesh, steamed* (without salt)","Crevette, penaeidae, chair, cuite à la vapeur* (sans sel)",calc. from / de 09_059,Family: Penaeidae,A02FX#F01.A0Z0R$F28.A07GP$F10.A0CQE$F20.A07QD,"Shrimps and prawns, SOURCE = Penaeid shrimps (generic) (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = W/o shell",No,
09_041,"Tilapia, fillet, raw","Tilapia, filet, cru","fi139BIO, fi140BIO, IN17(P083), SGS, UF1(091001)",Oreochromis spp./Tilappia spp.,A028A#F28.A07HS$F03.A06HZ,"Tilapias and similar, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_089,"Tilapia, fillet, boiled* (as part of a recipe)","Tilapia, filet, bouilli* (ingrédient de recette)",calc. from / de 09_041,Oreochromis spp./Tilappia spp.,A028A#F28.A07GL$F03.A06HZ,"Tilapias and similar, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_043,"Tilapia, fillet, grilled* (without salt or fat)","Tilapia, filet, grillé* (sans sel ni graisse)",calc. from / de 09_041,Oreochromis spp./Tilappia spp.,A028A#F28.A07GZ$F10.A0CQE$F03.A06HZ,"Tilapias and similar, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_042,"Tilapia, fillet, steamed* (without salt)","Tilapia, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_041,Oreochromis spp./Tilappia spp.,A028A#F28.A07GP$F10.A0CQE$F03.A06HZ,"Tilapias and similar, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_110,"Tuna, canned in water, drained","Thon au naturel, en conserve, égoutté","AU14(05A10678), SA10(3054), UK7(16-416), US28(15126)",,A0FBT#F06.A06YG$F20.A0F2X,"Canned tunas and similar, SURROUNDING-MEDIUM = In water, PART-CONSUMED-ANALYSED = W/o surrounding medium",Yes,
09_111,"Tuna, canned in oil, drained","Thon à l’huile, en conserve, égoutté","AU14(05A10680), UK7(16-417), US28(15124)",,A0FBT#F06.A06XJ$F20.A0F2X,"Canned tunas and similar, SURROUNDING-MEDIUM = In vegetable oil, PART-CONSUMED-ANALYSED = W/o surrounding medium",No,
09_005,"Tuna, fillet, raw","Thon, filet, cru","11E(Tuna, raw / Thon, cru), DK2(0904), FAO(1455), fi45AnFood, fi56BIO, fi91AnFood, fi117BIO, fi131BIO, fi152AnFood, fi153BIO, fi156BIO, fi195AnFood, IN17(P028), UK7(16-399), US28(15117; 15127)",Thunnus spp.,A02DX#F01.A052R$F28.A07HS$F03.A06HZ,"Tuna, SOURCE = True tunas (generic) (as animal), PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_092,"Tuna, fillet, boiled* (as part of a recipe)","Thon, filet, bouilli* (ingrédient de recette)",calc. from / de 09_005,Thunnus spp.,A02DX#F01.A052R$F28.A07GL$F03.A06HZ,"Tuna, SOURCE = True tunas (generic) (as animal), PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_091,"Tuna, fillet, grilled* (without salt or fat)","Thon, filet, grillé* (sans sel ni graisse)",calc. from / de 09_005,Thunnus spp.,A02DX#F01.A052R$F28.A07GZ$F10.A0CQE$F03.A06HZ,"Tuna, SOURCE = True tunas (generic) (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_090,"Tuna, fillet, steamed* (without salt)","Thon, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_005,Thunnus spp.,A02DX#F01.A052R$F28.A07GZ$F10.A0CQE$F03.A06HZ,"Tuna, SOURCE = True tunas (generic) (as animal), PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_054,"Venus clams, flesh, raw","Palourde vénus, chair, crue","IN17(R002), UF1(093025)",Family: Veneridae,A02HA#F01.A11BJ$F28.A07HS$F20.A07QD,"Clams, SOURCE = Venus clams (generic) (as animal), PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_095,"Venus clams, flesh, boiled* (as part of a recipe)","Palourde vénus, chair, bouillie* (ingrédient de recette)",calc. from / de 09_054,Family: Veneridae,A02HA#F01.A11BJ$F28.A07GL$F20.A07QD,"Clams, SOURCE = Venus clams (generic) (as animal), PROCESS = Boiling, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_094,"Venus clams, flesh, steamed* (without salt)","Palourde vénus, chair, cuite à la vapeur* (sans sel)",calc. from / de 09_054,Family: Veneridae,A02HA#F01.A11BJ$F28.A07GP$F10.A0CQE$F20.A07QD,"Clams, SOURCE = Venus clams (generic) (as animal), PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = W/o shell",Yes,
09_006,"White grouper, fillet, raw","Mérou blanc, filet, cru","3B(White grouper / Merou Bronze), FAO(1412), fi104BIO, IN17(P015; P023; P042), US28(15031)",Epinephelus spp.,A0FAS#F28.A07HS$F03.A06HZ,"Groupers, PROCESS = Raw, no heat treatment, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_093,"White grouper, fillet, boiled* (as part of a recipe)","Mérou blanc, filet, bouilli* (ingrédient de recette)",calc. from / de 09_006,Epinephelus spp.,A0FAS#F28.A07GL$F03.A06HZ,"Groupers, PROCESS = Boiling, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,Oil draining couldn't be added as a facet
09_047,"White grouper, fillet, grilled* (without salt or fat)","Mérou blanc, filet, grillé* (sans sel ni graisse)",calc. from / de 09_006,Epinephelus spp.,A0FAS#F28.A07GZ$F10.A0CQE$F03.A06HZ,"Groupers, PROCESS = Broiling/grilling, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,
09_046,"White grouper, fillet, steamed* (without salt)","Mérou blanc, filet, cuit à la vapeur* (sans sel)",calc. from / de 09_006,Epinephelus spp.,A0FAS#F28.A07GP$F10.A0CQE$F03.A06HZ,"Groupers, PROCESS = Steaming, QUALITATIVE-INFO = Without added salt, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters",Yes,Oil draining couldn't be added as a facet
10_019,"Breastmilk, colostrum","Lait maternel, colostrum",UK7(12-038; 12-536),,A02MJ,Human milk,No,
10_004,"Breastmilk, mature",Lait maternel,"1G(BM), 11E(Breastmilk / Lait maternel), UK7(12-536), US28(01107)",,A02MJ,Human milk,No,
10_006,"Cheese, cheddar, from cow's milk","Fromage, cheddar, de lait de vache","AU14(09B10181), SA10(2722), UK7(12-346), US28(01009)",,A02YK#F27.A02LV,"Cheese, cheddar, SOURCE-COMMODITIES = Cow milk",Yes,
10_028,"Cheese, fresh curd, from cow's milk","Fromage, blanc, frais, de lait de vache","16V(146), IN17(L003), NG1222, NG1223, UK7(12-495), 10_001",,A0CRN#F27.A02LV,"Cheese curd, SOURCE-COMMODITIES = Cow milk",Yes,Mature couldn't be added as a facet
10_008,"Cheese, Gouda, from cow's milk","Fromage, Gouda, de lait de vache","AU14(09B10174), SA10(2723), UK7(12-358), US28(01018)",,A02VA#F27.A02LV,"Cheese, gouda, SOURCE-COMMODITIES = Cow milk",Yes,
10_007,"Cheese, hard type, from goat's milk","Fromage, de chèvre, à pâte dure","AU14(09B20079), UK7(12-357), US28(01156)",,A02YE#F27.A02MB,"Hard cheese (cheddar, emmental type), SOURCE-COMMODITIES = Goat milk",Yes,
10_027,"Cheese, processed, spreadable, shelf-stable (e.g. Laughing Cow)","Fromage, fondu à tartiner, longue conservation (ex. vache-qui-rit)","F09(12310), UK7(12-540), US28(01048)",,A031C,"Processed cheese, spreadable",Yes,
10_009,"Cream, from cow's milk, ca. 38% fat","Crème, de lait de vache, env. 38% de mat. grasse","2B(19400), AU14(09A50042), SA1015, UK7(12-333), US28(01053)",,A02ML#F27.A02LV$F07.A074D,"Cream, plain, SOURCE-COMMODITIES = Cow milk, FAT-CONTENT = 38 % fat",Yes,
10_010,"Cream, from cow's milk, reduced fat, ca. 18% fat","Crème, de lait de vache, faible teneur en matière grasse (env. 18%)","AU14(09A50053), UK7(12-112), US28(01050)",,A02ML#F27.A02LV$F07.A073F,"Cream, plain, SOURCE-COMMODITIES = Cow milk, FAT-CONTENT = 18 % fat",Yes,
10_011,"Infant formula, powder, for 3 months, fortified","Lait infantile en poudre, 1er âge (3 mois), enrichi","SA10(2813), US28(03802)",,A03PZ#F10.A0F6C,"Infant formulae, powder, QUALITATIVE-INFO = Fortified",No,
10_012,"Infant formula, powder, for 6 months, fortified","Lait infantile en poudre, 2e âge (6 mois), enrichi","SA10(2809), US28(03913)",,A03PZ#F10.A0F6C,"Infant formulae, powder, QUALITATIVE-INFO = Fortified",No,Months indication missing
10_018,"Milk, camel, fresh","Lait, de chamelle, frais","2m, 6m, 7m, 9m, 39m, SGS",Camelus dromedarius ,A0CVT#F10.A166Y,"Dromedary milk, QUALITATIVE-INFO = Fresh",Yes,Months indication missing
10_015,"Milk, cow, canned, condensed, sweetened","Lait, de vache, en conserve, condensé, sucré","2B(19027), 4E(Milk, cow, condensed, sweet / Lait de vache, condensé, sucré), AU14(09A20028), SA1015, UK7(12-520), US28(01095)",,A02PG#F27.A02LV$F28.A0BYP$F08.A0BY6,"Condensed milk (sometimes with added sugars), SOURCE-COMMODITIES = Cow milk, PROCESS = Canning / jarring, SWEETENING-AGENT = Sugars and similar",Yes,
10_016,"Milk, cow, canned, evaporated","Lait, de vache, en conserve, concentré","1P(70), 2P(288; 289; 290; 291), 3B(Evaporated milk / Lait concentré non sucré), AU14(09A20030), SA1024, UK7(12-522), US28(01096)",,A02PF#F27.A02LV$F28.A0BYP,"Evaporated milk (liquid, unsweetened), SOURCE-COMMODITIES = Cow milk, PROCESS = Canning / jarring",Yes,
10_017,"Milk, cow, powder, skimmed, unfortified","Lait, de vache, en poudre, écrémé, non enrichi","4E(Milk, cow, powder, skimmed / Lait de vache, en poudre, écrémé), AU14(09A30028), SA10(2720), SA1015, UK7(12-521), US28(01155)",,A02PL#F27.A02LV$F10.A0F6D,"Milk powder, skimmed, SOURCE-COMMODITIES = Cow milk, QUALITATIVE-INFO = Not fortified",Yes,
